Total Volume, Total Energy, Total Energy (Particle) 
1.791200, 35372.931803, 13775.755433
1.794000, 34465.231691, 13882.012769
1.782400, 31144.554752, 13970.118837
1.792000, 28884.262088, 14095.694206
1.791200, 26758.784277, 14218.175835
1.799200, 24187.097803, 14316.762617
1.796400, 22022.955989, 14392.910157
1.803600, 20435.439360, 14444.960847
1.802800, 19115.945433, 14481.419696
1.807200, 18622.256752, 14507.891297
1.803600, 18361.432984, 14529.103235
1.808800, 18239.314527, 14550.993621
1.807200, 18048.746673, 14573.757566
1.815600, 18031.403793, 14596.830048
1.815200, 17888.107863, 14617.673953
1.819600, 17832.266380, 14639.171989
1.815200, 17671.819467, 14660.256402
1.815200, 17583.722755, 14678.154672
1.815600, 17476.644499, 14703.343567
1.806400, 17219.929614, 14727.879201
1.811200, 17025.547891, 14764.038948
1.808800, 16975.437628, 14799.141880
1.803600, 16869.391514, 14832.814356
1.810000, 16905.843637, 14865.445667
1.811600, 16893.822954, 14893.574118
1.808400, 16812.909092, 14920.199118
1.806800, 16778.830457, 14948.595260
1.813600, 16806.448912, 14975.509678
1.811600, 16779.602917, 15000.967598
1.817200, 16816.044994, 15024.680457
1.812000, 16734.099841, 15046.679000
1.812800, 16715.750506, 15067.829719
1.816400, 16745.062967, 15087.400831
1.818400, 16726.383751, 15104.040344
1.816000, 16697.342667, 15120.298690
1.819600, 16734.922825, 15134.887282
1.819200, 16703.930974, 15147.888027
1.816800, 16678.584503, 15159.186975
1.816800, 16635.429841, 15168.671206
1.813600, 16588.519798, 15176.225694
1.816800, 16629.420448, 15180.289462
1.816400, 16609.567291, 15183.999932
1.821200, 16671.165750, 15185.836954
1.815200, 16619.754921, 15185.886153
1.823200, 16678.032800, 15183.990431
1.820400, 16628.833818, 15180.210671
1.818000, 16573.542106, 15174.554731
1.824000, 16656.832676, 15167.122594
1.824000, 16645.857084, 15157.882282
1.821200, 16606.539874, 15146.895004
1.830400, 16722.424917, 15134.015630
1.827200, 16683.501376, 15119.255263
1.820000, 16589.032248, 15102.618453
1.824000, 16634.700890, 15084.206854
1.829600, 16695.683027, 15063.875028
1.823600, 16622.973711, 15041.768736
1.820000, 16578.879063, 15017.833523
1.828000, 16670.836855, 14992.211853
1.824000, 16609.957533, 14965.203092
1.820800, 16567.365157, 14936.644176
1.828400, 16659.371197, 14906.301131
1.825200, 16613.689031, 14874.691696
1.820000, 16528.384369, 14841.769457
1.823200, 16571.911402, 14807.590478
1.824000, 16569.079936, 14772.205221
1.827600, 16619.978487, 14735.739545
1.828800, 16620.948432, 14698.211411
1.832400, 16657.983343, 14659.744780
1.827600, 16581.005374, 14620.477818
1.819600, 16486.352403, 14580.574555
1.825600, 16539.171382, 14539.649857
1.826000, 16545.970355, 14498.490362
1.825200, 16539.890790, 14456.983164
1.824400, 16504.010051, 14415.200320
1.825200, 16502.657435, 14373.294663
1.822400, 16459.520613, 14331.279013
1.819600, 16420.654835, 14289.191209
1.820000, 16409.499981, 14247.172593
1.819200, 16399.127079, 14200.887173
1.814400, 16332.448113, 14159.425610
1.821600, 16419.624107, 14118.525829
1.820800, 16398.030010, 14078.344953
1.819600, 16363.257131, 14039.067602
1.819200, 16354.996345, 14000.845068
1.817600, 16332.822642, 13963.845248
1.816800, 9592.468572, 7307.684843
1.816800, 9601.879528, 7201.455487
1.818400, 9595.947042, 7094.444134
1.816000, 9577.631712, 6985.884183
1.816400, 9499.180071, 6875.930506
1.812800, 9451.408902, 6767.986635
1.810400, 9412.437935, 6660.191316
1.810400, 9366.458483, 6553.125705
1.807600, 9304.470609, 6446.977900
1.806800, 9281.909928, 6341.785264
1.809600, 9165.593713, 6238.298744
1.808800, 9110.578288, 6136.751496
1.811200, 9071.795956, 6037.279073
1.812400, 9030.487703, 5940.138048
1.813200, 8912.848252, 5845.611435
1.808000, 8814.859418, 5753.642964
1.813200, 8810.246153, 5661.393618
1.810800, 8772.885769, 5568.526663
1.810000, 8582.299093, 5486.319752
1.811600, 8503.822266, 5408.330277
1.815600, 8474.128961, 5334.706791
1.810000, 8197.787907, 5265.601023
1.815200, 8141.535190, 5200.677976
1.809600, 8049.375357, 5139.384996
1.811600, 7974.156119, 5081.728042
1.810000, 7885.193514, 5027.572383
1.815200, 7901.137712, 4977.133590
1.812000, 7693.903579, 4930.439290
1.808400, 7544.510877, 4887.205676
1.813200, 7475.963244, 4847.997446
1.808400, 7282.361899, 4812.884572
1.808800, 7280.138089, 4781.631538
1.809600, 7042.078177, 4754.411271
1.812000, 6870.598293, 4730.257187
1.810800, 6829.594719, 4708.687416
1.815600, 7031.041397, 4688.804553
1.814000, 6766.914492, 4672.490953
1.815600, 6864.899100, 4658.062621
1.814800, 6751.212967, 4646.118015
1.813600, 6715.984344, 4637.722536
1.813200, 6555.666228, 4631.797934
1.818000, 6801.909296, 4626.582892
1.817200, 6440.727300, 4623.920789
1.818400, 6318.109686, 4619.224509
1.820800, 6272.141680, 4615.357033
1.811600, 6197.555108, 4612.472011
1.821600, 7062.705805, 4614.062779
1.824800, 6265.881098, 4615.098385
1.826000, 6159.205213, 4614.636458
1.824800, 6092.535534, 4613.971222
1.826000, 6081.427771, 4613.813149
1.826000, 6080.356886, 4614.183345
1.822800, 6057.820587, 4614.855243
1.827200, 6067.906533, 4615.978692
1.830000, 6058.781591, 4617.222657
1.826400, 6008.719835, 4619.451861
1.829600, 6016.745643, 4621.712719
1.828000, 5991.836953, 4623.673727
1.831600, 6010.450232, 4625.765603
1.832800, 6010.266560, 4627.719923
1.831600, 5996.097635, 4629.548760
1.836000, 6022.897214, 4631.520760
1.840000, 6041.844331, 4633.351295
1.835200, 6001.613383, 4634.971483
1.836400, 6003.980386, 4636.267863
1.837600, 6004.415648, 4637.614137
1.834000, 5983.068558, 4639.546271
1.837200, 5986.054552, 4641.311303
1.831200, 5937.312040, 4643.764349
1.842800, 6014.142952, 4646.330358
1.833600, 5939.719924, 4648.974644
1.841200, 5989.557147, 4651.839300
1.840400, 5969.266525, 4654.930340
1.843200, 6001.611822, 4658.168640
1.842000, 5975.028826, 4659.915849
1.837600, 5947.172952, 4663.362499
1.846000, 5997.371176, 4666.602280
1.844400, 5985.000575, 4670.166538
1.840400, 5948.203130, 4673.703387
1.845200, 5983.349954, 4677.178175
1.843600, 5976.161323, 4679.180333
1.844800, 5972.900446, 4681.870120
1.844400, 5967.347926, 4685.125740
1.840800, 5945.120342, 4688.232992
1.840400, 5927.517970, 4691.138487
1.839600, 5929.051410, 4693.797861
1.842000, 5939.171901, 4695.419865
1.843600, 5955.455461, 4697.817815
1.846000, 5967.205764, 4697.548044
1.847200, 5980.124771, 4699.487962
1.848000, 5978.175675, 4701.209200
1.845200, 5964.563040, 4702.732430
1.840000, 5919.175165, 4704.049638
1.853600, 6009.911763, 4705.205557
1.854800, 6023.748608, 4706.086773
1.853600, 6017.574354, 4706.617395
1.851200, 6003.972451, 4706.545291
1.854400, 6028.144595, 4707.250900
1.856400, 6040.968271, 4707.737966
1.854000, 6019.067877, 4707.426279
1.852000, 5995.704148, 4707.708018
1.866800, 6108.131609, 4707.807708
1.860000, 6059.785522, 4707.690068
1.860400, 6067.470078, 4707.295337
1.861200, 6067.528372, 4705.029459
1.861600, 6062.644919, 4703.881894
